Temperature,Humidity,IAQ Index,Window
-43.06,32.69,43,1
-7.68,40.7,42,1
-37.96,41.77,42,1
-39.96,39.14,44,1
-48.51,30.83,50,1
-46.58,38.29,34,1
-22.29,36.1,41,1
-21.01,33.83,28,1
-17.6,40.06,44,1
-40.74,30.24,31,1
-30.74,32.0,27,1
-19.43,32.56,26,1
-27.68,40.09,24,1
-42.48,42.62,36,1
-13.73,43.44,21,1
-38.31,44.76,41,1
-18.92,36.48,27,1
-22.32,43.34,32,1
-43.29,38.44,28,1
-26.45,41.35,30,1
-26.66,37.46,44,1
-20.52,34.24,39,1
-44.28,43.03,29,1
-5.35,44.98,34,1
-33.7,43.14,28,1
-30.34,41.98,32,1
-44.09,33.71,41,1
-6.84,30.23,43,1
-39.3,38.16,47,1
-19.96,43.98,29,1
-14.42,31.27,44,1
-38.39,36.19,49,1
-5.89,40.67,48,1
-12.97,37.4,31,1
-40.79,30.73,49,1
-30.67,42.56,20,1
-33.53,36.16,45,1
-13.77,30.49,43,1
-50.0,40.76,49,1
-45.78,32.26,23,1
-26.9,30.33,34,1
-0.81,30.79,50,1
-27.96,42.51,37,1
-8.31,42.15,34,1
-43.67,43.42,34,1
-42.55,33.19,29,1
-17.6,30.35,44,1
-4.95,41.75,32,1
-40.99,36.67,41,1
-13.1,44.45,29,1
-3.68,43.6,43,1
-46.17,31.38,34,1
-32.3,41.46,21,1
-45.93,32.39,21,1
-26.7,30.86,48,1
-48.21,44.18,23,1
-43.5,38.35,44,1
-21.41,41.76,45,1
-5.01,39.74,24,1
-20.51,44.5,23,1
-22.5,34.95,39,1
-40.82,31.06,28,1
-20.35,33.45,41,1
-35.28,37.02,40,1
-22.26,41.41,35,1
-46.13,42.04,30,1
-8.8,38.19,37,1
-5.33,40.16,33,1
-49.03,37.67,27,1
-40.25,44.24,39,1
-1.6,44.26,42,1
-23.03,39.18,20,1
-11.2,42.39,31,1
-23.96,39.95,37,1
-4.91,32.59,27,1
-0.88,43.04,43,1
-6.82,34.98,35,1
-41.28,42.39,46,1
-19.31,39.12,31,1
-27.92,30.6,40,1
-3.36,37.07,46,1
-44.22,39.06,21,1
-21.79,40.74,35,1
-17.77,33.72,30,1
-11.12,44.63,20,1
-39.61,30.5,39,1
-26.75,38.16,47,1
-40.69,31.57,24,1
-42.31,30.85,50,1
-40.79,32.25,41,1
-26.18,41.72,40,1
-27.37,33.28,39,1
-3.18,30.63,44,1
-30.17,41.36,36,1
-31.58,40.3,22,1
-36.15,42.2,24,1
-20.31,33.38,36,1
-20.54,34.93,48,1
-48.25,36.6,41,1
-14.9,37.91,21,1
-22.43,30.88,24,1
-18.86,44.41,24,1
-6.64,32.25,23,1
-19.89,31.87,32,1
-25.91,44.54,37,1
-23.37,43.08,20,1
-15.53,34.04,25,1
-48.64,37.53,29,1
-12.26,40.93,21,1
-9.91,31.77,48,1
-25.05,44.12,38,1
-48.98,41.27,42,1
-14.74,40.62,36,1
-41.95,32.88,40,1
-40.37,32.14,33,1
-49.2,42.69,41,1
-29.51,42.47,30,1
-11.47,35.31,47,1
-17.82,38.58,36,1
-11.4,40.13,24,1
-2.56,30.84,38,1
-27.59,42.58,22,1
-2.44,41.77,38,1
-17.54,31.35,31,1
-45.35,41.11,35,1
-27.5,30.36,38,1
-9.21,44.32,24,1
-33.57,39.2,35,1
-5.23,38.86,39,1
-21.15,40.45,41,1
-0.14,41.93,42,1
-24.21,30.34,41,1
-7.48,40.02,41,1
-8.28,36.93,40,1
-17.17,41.97,33,1
-16.9,32.71,42,1
-34.87,36.1,29,1
-39.93,40.0,41,1
-35.93,38.34,24,1
-38.67,31.92,30,1
-13.11,41.29,33,1
-49.74,33.85,28,1
-47.04,34.16,22,1
-49.76,38.94,32,1
-35.71,37.43,27,1
-5.43,38.78,23,1
-22.17,39.08,46,1
-17.07,36.97,21,1
-22.29,30.35,49,1
-42.94,34.4,47,1
-3.88,40.51,42,1
-16.97,34.65,31,1
-1.68,40.26,25,1
-30.73,33.1,28,1
-8.67,36.04,32,1
-37.19,40.35,22,1
-6.96,36.44,21,1
-42.47,36.35,21,1
-22.42,40.25,23,1
-44.56,39.13,40,1
-25.26,39.31,34,1
-40.71,31.95,39,1
-49.08,42.28,41,1
-9.04,30.68,40,1
-25.13,44.42,25,1
-32.59,42.92,33,1
-31.4,39.46,26,1
-37.56,40.1,33,1
-16.98,35.51,49,1
-9.37,38.25,42,1
-17.02,32.85,35,1
-47.11,38.69,41,1
-44.26,32.78,36,1
-47.62,43.08,44,1
-21.97,38.75,45,1
-31.47,44.71,29,1
-12.73,38.24,32,1
-41.84,35.54,36,1
-34.73,44.27,38,1
-14.35,43.07,29,1
-32.81,42.08,33,1
-43.13,34.49,39,1
-3.61,41.99,43,1
-15.81,38.57,49,1
-46.68,32.46,43,1
-36.71,36.66,29,1
-42.92,34.34,28,1
-10.93,33.27,38,1
-1.85,35.58,20,1
-38.53,36.89,24,1
-22.89,32.77,22,1
-45.4,32.85,28,1
-11.33,31.15,26,1
-13.53,35.52,48,1
-9.47,34.91,42,1
-27.67,37.85,41,1
-8.93,32.8,39,1
-48.69,43.56,20,1
-40.49,36.66,31,1
-4.14,30.2,46,1
-24.03,34.47,28,1
-22.47,43.02,22,1
-9.72,42.52,33,1
-18.67,31.95,50,1
-47.03,42.22,41,1
-18.77,32.76,30,1
-36.83,35.49,43,1
-39.63,33.19,50,1
-49.87,30.87,43,1
-28.38,43.59,33,1
-10.06,35.25,22,1
-30.31,39.34,40,1
-45.64,34.7,31,1
-29.06,40.23,46,1
-35.51,40.61,38,1
-1.06,41.12,42,1
-21.42,43.57,25,1
-4.55,35.76,48,1
-39.43,33.1,33,1
-40.65,44.92,48,1
-14.91,38.79,23,1
-40.32,40.8,27,1
-2.37,44.04,47,1
-41.44,40.61,32,1
-40.65,44.51,41,1
-2.37,43.91,40,1
-37.18,31.05,42,1
-37.78,37.01,34,1
-5.34,38.25,47,1
-50.0,38.4,43,1
-23.02,43.31,23,1
-20.19,41.26,48,1
-11.97,41.21,42,1
-8.51,41.46,40,1
-42.0,41.63,45,1
-16.8,38.88,42,1
-39.29,43.72,28,1
-11.41,30.24,47,1
-24.04,36.03,29,1
-27.88,33.27,27,1
-32.22,35.97,41,1
-49.42,44.57,22,1
-41.98,40.53,44,1
-15.49,37.91,41,1
-34.96,44.1,29,1
-23.28,37.68,39,1
-49.95,40.14,26,1
-35.75,38.37,20,1
-2.37,40.93,45,1
-16.98,43.0,47,1
-31.47,37.07,23,1
-39.49,34.55,24,1
-1.39,40.35,47,1
-23.92,41.7,38,1
-39.43,38.73,29,1
-43.71,30.49,30,1
-26.42,30.98,39,1
-37.26,37.38,43,1
-21.3,32.39,26,1
-18.02,40.18,25,1
-25.25,41.21,48,1
-30.63,43.75,40,1
-47.05,35.14,48,1
-17.79,31.79,37,1
-47.0,38.35,29,1
-35.0,35.03,40,1
-19.62,36.0,50,1
-2.55,40.34,45,1
-13.03,31.65,32,1
-42.98,34.77,50,1
-41.65,42.17,38,1
-41.42,39.79,20,1
-47.49,34.56,30,1
-31.88,33.37,36,1
-30.41,37.55,30,1
-21.16,37.73,27,1
-25.03,41.28,24,1
-33.33,39.67,28,1
-25.82,31.5,39,1
-17.18,37.97,36,1
-28.91,30.73,29,1
-9.47,41.02,20,1
-31.44,44.25,33,1
-11.65,40.21,42,1
-13.17,34.88,50,1
-2.99,41.97,20,1
-30.96,41.71,45,1
-46.39,40.01,39,1
-16.14,31.99,26,1
-8.32,37.85,37,1
-14.76,39.03,44,1
-25.26,31.68,39,1
-3.72,38.08,27,1
-5.23,34.52,43,1
-16.41,34.15,20,1
-3.29,32.6,24,1
-24.77,39.97,20,1
-49.06,30.95,36,1
-28.99,32.08,30,1
-8.92,42.82,48,1
-20.2,36.13,47,1
-48.95,42.24,40,1
-24.39,31.86,31,1
-39.28,42.68,22,1
-0.75,32.74,49,1
-46.33,31.05,35,1
-23.3,31.03,42,1
-30.65,41.34,42,1
-33.39,38.95,31,1
-17.3,30.27,22,1
-47.85,31.89,33,1
-41.49,35.67,22,1
-45.65,33.18,27,1
-42.82,37.55,23,1
-10.66,33.19,20,1
-21.14,35.31,44,1
-37.12,43.21,30,1
-27.33,30.61,22,1
-47.13,43.57,31,1
-4.03,39.2,28,1
-30.22,40.73,40,1
-48.07,41.97,35,1
-35.44,35.71,30,1
-22.19,38.65,21,1
-18.77,44.86,24,1
-26.6,33.31,23,1
-46.24,41.1,33,1
-40.86,31.28,43,1
-17.22,33.61,32,1
-43.91,44.3,26,1
-12.76,37.31,43,1
-48.49,31.12,45,1
-39.79,43.29,39,1
-43.5,39.54,37,1
-17.39,42.74,20,1
-16.01,35.39,50,1
-10.84,43.1,43,1
-23.11,32.94,48,1
-27.06,42.49,29,1
-22.57,43.72,50,1
-24.05,30.66,26,1
-12.0,35.08,40,1
-45.6,34.24,26,1
-46.07,30.22,35,1
-33.88,42.11,25,1
-46.49,36.16,33,1
-32.34,35.68,27,1
-29.86,44.77,35,1
-33.25,34.04,48,1
-12.85,41.35,42,1
-38.6,36.22,42,1
-38.26,43.81,37,1
-44.34,35.27,34,1
-37.67,44.15,35,1
-0.23,38.5,46,1
-45.2,41.44,49,1
-2.58,34.06,50,1
-17.61,43.86,42,1
-20.65,38.74,33,1
-7.65,33.47,42,1
-29.76,30.26,24,1
-25.91,44.52,47,1
-9.12,40.75,48,1
-25.83,35.45,42,1
-27.61,36.96,35,1
-24.71,35.03,33,1
-27.98,40.52,47,1
-44.15,39.99,29,1
-24.88,31.72,36,1
-21.25,30.49,38,1
-21.46,34.01,32,1
-11.43,40.47,49,1
-45.06,42.14,36,1
-22.01,41.64,24,1
-44.04,43.46,38,1
-34.87,42.33,35,1
-15.93,42.89,46,1
-36.09,33.3,26,1
-9.72,34.78,44,1
-24.44,40.97,33,1
-7.39,38.49,46,1
-30.45,33.74,24,1
-10.3,36.0,28,1
-16.61,39.33,40,1
-33.51,42.5,26,1
-45.64,36.59,24,1
-23.84,30.15,37,1
-21.39,41.25,45,1
-4.9,42.43,35,1
-44.81,32.87,33,1
-40.77,37.11,22,1
-20.98,44.7,49,1
-20.03,37.76,30,1
-47.67,33.06,45,1
-49.04,43.6,36,1
-38.38,37.66,33,1
-41.39,30.63,22,1
-14.91,36.31,35,1
-44.49,35.56,27,1
-16.54,31.74,43,1
-2.59,36.08,41,1
-12.44,36.41,46,1
-6.24,36.01,48,1
-27.81,35.02,42,1
-28.22,40.31,39,1
-38.79,40.84,25,1
-23.51,37.07,21,1
-2.85,31.49,23,1
-13.81,44.95,40,1
-2.41,44.42,41,1
-23.71,43.78,29,1
-32.48,35.57,47,1
-41.46,38.64,43,1
-37.45,32.6,23,1
-26.38,39.78,49,1
-35.54,34.06,33,1
-19.84,43.68,42,1
-46.57,42.95,25,1
-17.34,44.09,43,1
-44.87,40.64,28,1
-40.18,37.46,50,1
-43.68,36.77,25,1
-9.48,37.49,39,1
-34.06,42.53,40,1
-30.97,39.28,25,1
-44.21,36.23,34,1
-29.7,42.34,39,1
-30.75,42.17,40,1
-8.89,37.59,23,1
-13.71,34.19,49,1
-4.05,35.1,35,1
-25.32,39.58,32,1
-2.54,30.83,48,1
-20.49,42.2,47,1
-14.37,42.17,38,1
-28.61,44.12,29,1
-45.15,31.89,43,1
-40.06,42.74,24,1
-11.87,31.5,48,1
-3.1,37.55,25,1
-39.01,37.92,47,1
-43.92,34.67,47,1
-38.36,32.02,45,1
-23.11,43.05,46,1
-12.23,30.59,38,1
-31.01,38.83,49,1
-5.9,44.02,48,1
-31.81,37.2,26,1
-2.16,35.84,32,1
-36.58,40.66,46,1
-37.17,36.64,29,1
-45.25,37.78,32,1
-21.21,34.48,44,1
-10.27,34.8,46,1
-5.39,33.76,35,1
-31.75,33.49,27,1
-18.63,32.22,21,1
-0.52,37.99,35,1
-19.71,37.21,37,1
-5.45,36.19,43,1
-10.4,36.19,28,1
-27.82,33.3,24,1
-35.16,30.99,48,1
-36.41,42.42,22,1
-19.64,37.91,23,1
-36.12,34.19,26,1
-43.38,36.63,46,1
-31.22,42.94,42,1
-44.55,37.65,21,1
-28.03,42.93,22,1
-30.51,32.56,34,1
-32.04,31.8,31,1
-25.93,34.83,36,1
-31.25,41.5,32,1
-38.07,33.41,37,1
-45.13,38.03,24,1
-29.41,36.42,33,1
-8.21,30.06,43,1
-13.55,36.95,39,1
-45.42,35.54,20,1
-29.82,43.36,35,1
-1.13,37.63,49,1
-28.83,38.03,41,1
-12.99,42.35,21,1
-47.4,39.55,26,1
-27.36,42.51,40,1
-49.47,30.65,46,1
-39.88,42.75,27,1
-48.34,43.81,22,1
-14.62,41.33,20,1
-40.08,40.69,21,1
-42.59,36.51,38,1
-39.66,30.67,36,1
-31.05,35.07,21,1
-10.86,41.85,26,1
-19.75,39.77,49,1
-44.98,42.74,49,1
-5.97,34.15,28,1
-20.53,37.79,34,1
-2.89,38.04,27,1
-6.11,30.45,33,1
-30.95,37.27,37,1
-40.53,31.6,22,1
-19.9,36.42,41,1
-45.66,35.16,50,1
-24.34,41.05,26,1
-32.69,33.47,24,1
-32.26,42.05,22,1
-0.88,36.16,33,1
-47.54,43.05,30,1
-11.59,38.7,29,1
-20.19,40.96,20,1
-23.65,36.37,23,1
-6.22,40.22,27,1
-25.56,35.76,50,1
-31.67,43.7,37,1
-13.78,41.11,30,1
-41.28,32.44,49,1
-0.56,43.95,41,1
-5.92,39.75,24,1
-16.96,45.0,36,1
-1.6,39.05,45,1
-16.02,44.65,45,1
-4.09,36.41,45,1
-3.49,41.7,43,1
-45.46,41.36,26,1
-9.77,32.65,25,1
-35.65,30.06,31,1
-26.48,42.29,22,1
-6.04,34.55,46,1
-42.46,36.94,27,1
-37.72,30.78,36,1
-43.69,37.49,25,1
-9.28,42.8,21,1
-44.21,30.19,25,1
-34.22,35.71,35,1
-33.81,32.05,27,1
-11.0,34.18,31,1
-43.23,30.88,48,1
-17.78,38.57,34,1
-17.32,44.13,41,1
-47.82,37.49,32,1
-32.05,31.19,31,1
-40.48,44.18,37,1
-19.0,36.97,30,1
-7.58,38.63,20,1
-5.56,38.82,44,1
-33.36,41.56,48,1
-27.94,31.57,35,1
-10.35,35.27,36,1
-15.81,34.02,29,1
-4.32,39.69,35,1
-19.01,38.52,33,1
-31.19,37.58,30,1
-31.6,31.83,44,1
-49.14,39.75,37,1
-8.81,35.27,40,1
-2.51,44.26,49,1
-41.77,38.3,50,1
-1.84,40.15,36,1
-33.17,42.1,39,1
-23.23,32.13,45,1
-10.49,42.95,34,1
-36.51,44.39,27,1
-23.58,44.45,42,1
-7.69,36.09,32,1
-41.52,40.9,23,1
-0.37,34.75,37,1
-45.06,35.75,42,1
-34.87,31.13,47,1
-38.68,35.1,25,1
-43.81,41.46,33,1
-5.18,37.22,47,1
-26.65,31.99,45,1
-33.35,41.33,26,1
-27.28,38.84,21,1
-34.74,41.86,42,1
-21.09,31.4,50,1
-41.81,38.41,49,1
-23.29,38.53,29,1
-9.09,41.75,40,1
-12.16,37.87,33,1
-22.68,33.31,49,1
-24.34,41.24,22,1
-24.15,36.11,22,1
-36.82,39.08,34,1
-9.77,31.87,47,1
-7.89,38.18,41,1
-43.56,40.83,43,1
-13.22,30.29,24,1
-17.43,44.31,32,1
-26.29,38.26,31,1
-26.54,30.39,38,1
-31.86,30.73,25,1
-0.12,33.91,32,1
-8.12,43.2,20,1
-36.93,34.03,38,1
-20.08,43.99,47,1
-41.39,39.16,20,1
-47.64,42.68,33,1
-35.5,32.37,29,1
-2.59,34.73,43,1
-29.74,39.53,46,1
-7.57,33.97,26,1
-23.5,36.17,36,1
-11.42,36.43,36,1
-45.89,33.35,34,1
-11.13,40.2,47,1
-38.26,44.8,21,1
-23.85,43.52,34,1
-20.82,35.75,27,1
-22.53,42.74,27,1
-44.2,40.04,23,1
-8.26,38.54,20,1
-4.14,40.86,39,1
-48.41,44.2,40,1
-45.09,38.15,35,1
-11.65,39.87,47,1
-19.66,44.7,41,1
-28.41,41.77,45,1
-6.06,44.08,24,1
-21.2,38.74,21,1
-39.72,40.38,42,1
-27.13,40.3,23,1
-2.9,37.15,35,1
-20.45,38.85,40,1
-32.14,31.9,27,1
-21.46,44.96,37,1
-8.18,43.74,35,1
-33.96,44.36,35,1
-32.53,40.6,40,1
-48.73,37.12,48,1
-9.34,37.18,31,1
-30.91,35.23,30,1
-21.97,32.23,48,1
-42.8,43.79,26,1
-16.41,30.52,50,1
-49.85,32.59,39,1
-15.61,41.51,45,1
-10.31,32.97,37,1
-43.05,41.52,46,1
-11.84,30.33,35,1
-15.64,44.18,42,1
-37.28,38.22,22,1
-46.86,39.09,28,1
-21.58,35.47,25,1
-21.75,40.5,39,1
-33.31,43.6,25,1
-41.9,38.69,28,1
-19.5,33.77,22,1
-21.63,38.17,46,1
-31.53,40.2,35,1
-22.9,35.42,47,1
-49.11,42.15,25,1
-38.18,40.29,21,1
-38.02,31.81,46,1
-26.79,30.29,38,1
-7.62,37.92,25,1
-44.86,42.05,48,1
-49.86,37.57,26,1
-3.2,37.38,47,1
-0.59,39.1,39,1
-2.69,42.79,23,1
-1.27,35.91,47,1
-9.05,36.87,33,1
-35.91,30.22,36,1
-7.91,42.37,26,1
-18.73,39.38,40,1
-27.05,38.66,40,1
-37.66,36.46,24,1
-9.01,43.6,46,1
-1.2,32.26,31,1
-23.81,36.15,30,1
-44.53,34.9,28,1
-49.22,42.92,41,1
-44.66,42.08,40,1
-17.66,32.09,35,1
-41.07,44.33,37,1
-14.99,37.55,48,1
-17.29,35.92,48,1
-14.28,44.67,27,1
-38.8,37.55,38,1
-35.87,34.89,32,1
-49.69,40.83,44,1
-37.64,35.89,28,1
-32.09,38.3,24,1
-47.03,31.02,44,1
-39.09,38.31,48,1
-44.63,34.67,38,1
-30.81,30.45,42,1
-8.26,43.24,30,1
-42.9,33.52,42,1
-31.57,30.23,21,1
-12.36,39.93,38,1
-22.37,43.13,32,1
-5.85,35.56,34,1
-9.87,34.51,29,1
-2.9,39.52,21,1
-43.45,43.06,49,1
-31.9,40.28,31,1
-49.26,44.75,36,1
-20.68,33.62,27,1
-42.79,40.77,46,1
-42.39,30.04,39,1
-36.79,40.08,45,1
-4.27,34.18,27,1
-38.44,32.78,25,1
-18.62,35.85,34,1
-30.24,39.9,28,1
-47.79,42.02,22,1
-35.02,38.23,27,1
-16.46,41.04,36,1
-0.17,39.91,47,1
-3.26,31.09,28,1
-1.01,38.7,44,1
-39.41,31.6,33,1
-42.91,33.04,38,1
-36.14,35.45,21,1
-11.37,43.31,30,1
-49.49,31.09,20,1
-0.53,42.44,38,1
-46.11,38.08,38,1
-13.86,38.45,29,1
-37.14,31.48,46,1
-26.02,35.16,32,1
-49.33,43.7,34,1
-18.31,33.76,20,1
-19.83,36.8,50,1
-1.58,35.75,21,1
-12.33,33.55,40,1
-11.59,42.55,35,1
-44.11,30.29,46,1
-0.67,42.61,35,1
-27.43,31.63,29,1
-36.02,36.58,42,1
-34.87,35.96,32,1
-23.78,32.93,39,1
-12.84,40.5,38,1
-22.67,34.72,44,1
-21.98,35.11,40,1
-12.17,38.96,47,1
-10.79,43.62,34,1
-46.29,32.44,47,1
-4.67,36.25,45,1
-28.14,34.79,20,1
-11.33,32.31,25,1
-32.37,34.62,20,1
-9.73,32.04,22,1
-15.1,30.88,50,1
-23.12,42.35,24,1
-46.71,31.41,41,1
-48.24,43.49,41,1
-40.43,39.08,36,1
-4.61,41.19,49,1
-6.68,44.3,29,1
-20.62,35.9,38,1
-8.7,43.05,21,1
-22.83,44.62,42,1
-29.09,34.55,38,1
-4.71,30.65,43,1
-35.18,32.76,48,1
-14.08,34.29,48,1
-30.54,35.48,47,1
-32.38,44.33,28,1
-41.87,36.29,41,1
-35.8,39.47,48,1
-2.46,44.08,47,1
-3.54,38.61,27,1
-14.05,35.31,40,1
-8.5,41.4,45,1
-26.79,33.44,34,1
-45.88,41.86,29,1
-19.53,35.84,28,1
-1.04,33.14,39,1
-4.57,42.22,32,1
-5.37,41.57,33,1
-28.68,36.18,30,1
-12.67,30.69,35,1
-21.52,38.19,20,1
-25.64,43.42,48,1
-31.88,37.55,41,1
-46.48,43.37,20,1
-17.5,31.39,45,1
-8.76,42.07,47,1
-48.09,41.95,29,1
-13.37,30.89,47,1
-45.87,39.11,42,1
-24.24,42.08,28,1
-37.97,38.3,41,1
-39.79,30.55,38,1
-16.93,42.5,39,1
-5.75,40.85,47,1
-29.05,38.66,21,1
-13.28,42.65,35,1
-39.75,34.69,34,1
-25.14,33.45,21,1
-0.13,39.37,45,1
-7.88,32.26,21,1
-13.05,43.63,27,1
-21.86,41.51,32,1
-30.38,33.62,34,1
-19.1,40.9,28,1
-24.84,39.83,28,1
-19.54,41.38,23,1
-10.65,41.93,36,1
-14.94,31.79,43,1
-39.09,41.89,33,1
-28.18,43.45,20,1
-14.04,40.16,30,1
-2.18,44.41,27,1
-15.83,32.0,50,1
-5.17,38.45,29,1
-20.18,42.21,36,1
-18.49,42.21,25,1
-38.5,43.71,26,1
-14.05,41.8,43,1
-22.46,44.85,42,1
-43.79,44.69,28,1
-10.61,42.6,30,1
-10.91,44.97,24,1
-32.13,41.76,28,1
-7.82,42.34,35,1
-28.85,42.27,23,1
-37.34,39.48,41,1
-30.89,36.41,27,1
-23.65,44.08,38,1
-4.32,38.2,47,1
-1.73,31.35,32,1
-45.88,33.39,38,1
-48.13,40.86,40,1
-32.53,32.2,21,1
-27.76,37.86,24,1
-1.86,31.88,33,1
-2.35,39.44,25,1
-21.7,40.24,23,1
-15.94,43.41,21,1
-32.44,39.53,44,1
-43.09,40.85,31,1
-36.43,34.5,41,1
-28.8,36.62,27,1
-18.27,43.96,37,1
-20.24,43.46,43,1
-43.52,33.43,42,1
-17.2,40.29,38,1
-22.8,40.86,42,1
-3.85,42.9,36,1
-18.54,35.12,24,1
-12.67,33.31,20,1
-23.82,31.73,44,1
-24.11,40.8,28,1
-12.78,39.64,37,1
-13.95,39.04,42,1
-14.6,36.05,26,1
-38.05,43.3,36,1
-43.75,36.44,35,1
-26.31,34.65,48,1
-27.68,38.64,22,1
-33.56,39.48,24,1
-18.87,42.26,48,1
-12.06,31.8,24,1
-41.74,34.28,46,1
-20.83,30.35,44,1
-6.36,37.0,44,1
-44.94,41.92,34,1
-48.36,33.92,33,1
-7.16,38.56,21,1
-27.07,41.04,31,1
-18.56,44.08,33,1
-47.74,34.17,33,1
-16.27,38.43,31,1
-46.51,44.34,33,1
-11.51,35.33,43,1
-23.68,31.65,23,1
-21.66,42.78,49,1
-48.27,42.44,31,1
-5.44,42.35,42,1
-23.87,44.84,44,1
-49.66,38.15,50,1
-6.21,43.28,41,1
-39.14,31.12,23,1
-15.35,42.22,35,1
-8.23,41.39,38,1
-18.34,37.96,48,1
-31.78,38.51,46,1
-36.85,36.59,42,1
-38.83,44.57,39,1
-14.92,31.0,35,1
-44.07,43.79,47,1
-8.03,36.41,33,1
-0.23,44.25,44,1
-3.93,38.37,27,1
-36.67,41.25,26,1
-28.21,30.81,37,1
-17.37,30.83,31,1
-42.91,36.33,44,1
-22.56,36.22,36,1
-41.44,31.08,24,1
-16.85,37.39,42,1
-34.56,40.12,39,1
-10.58,34.03,32,1
-20.33,34.84,47,1
-1.68,38.23,20,1
-31.28,40.85,38,1
-10.78,43.44,37,1
-46.18,33.51,27,1
-19.7,35.5,44,1
-48.76,43.05,48,1
-2.3,32.01,36,1
-41.09,34.34,48,1
-42.81,33.2,37,1
-23.85,30.7,39,1
-7.94,33.19,22,1
-48.21,39.66,40,1
-48.64,39.01,25,1
-28.25,40.59,30,1
-9.0,35.94,40,1
-33.75,33.29,26,1
-31.52,38.31,47,1
-33.0,42.14,35,1
-10.77,43.78,35,1
-23.7,32.03,21,1
-24.75,36.99,33,1
-24.19,33.67,29,1
-8.46,44.64,26,1
-20.0,36.87,46,1
-6.42,35.73,23,1
-4.44,38.46,22,1
-1.19,30.9,41,1
-23.46,37.23,35,1
-33.0,38.48,20,1
-25.74,30.41,40,1
-21.39,40.09,44,1
-45.96,30.97,48,1
-20.72,38.35,45,1
-25.1,31.73,38,1
-48.88,34.74,33,1
-44.24,43.57,39,1
-41.29,43.03,33,1
-23.71,43.08,32,1
-6.09,31.91,27,1
-34.64,43.49,39,1
-21.92,35.42,40,1
-41.73,40.98,22,1
-35.78,33.58,33,1
-18.69,37.99,28,1
-18.83,38.35,26,1
-37.03,43.47,25,1
-10.73,30.54,46,1
-8.08,40.19,29,1
-23.67,33.65,47,1
-23.72,39.89,23,1
-30.43,44.63,42,1
-23.29,36.12,45,1
-24.3,37.47,41,1
-15.01,35.72,22,1
-5.09,30.32,22,1
-44.2,39.7,42,1
-47.35,42.5,30,1
-11.68,42.36,21,1
-2.29,43.39,46,1
-4.67,32.37,23,1
-5.88,31.4,44,1
-49.63,43.7,28,1
-4.86,42.63,34,1
-6.56,42.15,21,1
-23.9,33.68,44,1
-38.6,33.16,50,1
-14.98,41.09,28,1
-27.81,32.69,36,1
-9.05,44.92,32,1
-27.89,35.62,42,1
-17.63,37.92,21,1
-47.56,34.09,30,1
-32.48,38.9,35,1
-31.78,43.45,39,1
-27.92,33.49,47,1
-8.35,36.19,28,1
-8.77,44.33,50,1
-0.93,43.66,39,1
-8.4,43.99,41,1
-20.06,41.56,24,1
-18.51,33.22,43,1
-11.3,32.89,28,1
-9.69,42.77,41,1
-36.87,32.51,37,1
-6.27,42.49,49,1
-26.95,40.66,47,1
-32.33,44.95,45,1
-42.61,38.47,35,1
-11.53,42.72,50,1
-48.95,34.27,26,1
-47.42,39.4,33,1
-25.28,43.37,29,1
-24.31,44.11,26,1
-45.85,30.21,50,1
-32.95,39.43,33,1
-27.69,34.05,28,1
-41.56,43.52,26,1
-23.01,44.15,26,1
-13.31,44.92,37,1
-28.36,38.38,34,1
-43.02,44.48,27,1
-26.72,35.31,29,1
-9.78,37.25,36,1
-11.28,41.44,22,1
-10.21,36.85,38,1
-28.25,33.71,30,1
-23.77,44.88,48,1
-17.64,38.45,34,1
-8.96,42.73,45,1
-40.43,31.8,22,1
-43.31,39.41,26,1
-8.18,35.45,35,1
-21.37,44.91,24,1
-29.66,35.86,49,1
-14.82,30.44,20,1
-38.59,44.64,50,1
-18.96,44.58,33,1
-2.62,44.98,21,1
-4.78,31.61,36,1
-4.41,33.98,31,1
-6.07,30.27,29,1
-8.88,42.7,27,1
-32.14,30.79,21,1
-49.48,39.53,22,1
-19.81,32.23,39,1
-40.75,42.2,40,1
-9.57,40.33,40,1
-32.17,32.01,40,1
-4.17,31.43,39,1
-29.72,39.73,47,1
-20.52,31.25,46,1
-46.29,37.33,42,1
-7.92,35.61,42,1
-14.19,40.3,28,1
-5.32,41.89,31,1
-35.62,35.29,45,1
-35.24,34.83,41,1
-16.19,34.23,29,1
-45.62,43.33,41,1
-26.53,38.98,44,1
-3.39,39.48,29,1
-14.07,38.46,37,1
-48.58,38.55,43,1
-49.11,31.71,27,1
-17.81,39.59,27,1
-20.11,39.14,20,1
-29.52,31.86,40,1
-16.9,40.62,21,1
-34.63,31.71,48,1
-10.11,34.21,25,1
-10.34,37.08,23,1
-8.65,43.41,48,1
-3.55,38.13,48,1
-30.55,34.72,36,1
-19.25,31.74,23,1
-27.76,34.34,39,1
-31.54,44.45,39,1
-30.25,42.67,46,1
-1.5,42.34,22,1
-28.57,40.85,20,1
-32.14,31.42,34,1
-13.24,34.11,27,1
-21.87,41.13,24,1
-25.44,44.43,27,1
-24.6,40.81,22,1
-15.37,38.32,24,1
-8.32,39.53,32,1
-22.82,35.67,35,1
-15.78,35.28,42,1
-49.25,38.07,39,1
-34.42,40.26,46,1
-11.53,34.95,26,1
-24.51,37.36,47,1
-41.28,31.18,40,1
